,name,link,tel,email,website,addr,rank,ratings,review_num
86,Maison Boulud,http://www.tripadvisor.ca/Restaurant_Review-g155032-d3309501-Reviews-Maison_Boulud-Montreal_Quebec.html,+1 514-842-4224,mailto:maisonboulud@ritzmontreal.com,Website,"1228 Sherbrooke West The Ritz-Carlton, Montreal, Quebec H3G 1H6 Canada","#86 of 4,030 Restaurants in Montreal",4.5,914
87,Garde Manger,http://www.tripadvisor.ca/Restaurant_Review-g155032-d788429-Reviews-Garde_Manger-Montreal_Quebec.html,+1 514-678-5044,,Website,"408 Rue Saint-Francois-Xavier, Montreal, Quebec H2Y 2S9 Canada","#88 of 4,030 Restaurants in Montreal",4.5,"1,307"
88,Restaurant Zibo,http://www.tripadvisor.ca/Restaurant_Review-g155032-d9772857-Reviews-Restaurant_Zibo-Montreal_Quebec.html,+1 514-507-2505,,Website,"1235 Robert-Bourassa, Montreal, Quebec H3B 0C3 Canada","#89 of 4,030 Restaurants in Montreal",4.5,525
89,Yia Sou Greek Grill,http://www.tripadvisor.ca/Restaurant_Review-g155032-d2299427-Reviews-Yia_Sou_Greek_Grill-Montreal_Quebec.html,+1 514-488-4222,mailto:info@yiasou.ca,Website,"5375 Queen Mary Road, Montreal, Quebec H3X 1V1 Canada","#90 of 4,030 Restaurants in Montreal",4.5,335
90,Brit & Chips,http://www.tripadvisor.ca/Restaurant_Review-g155032-d2080635-Reviews-Brit_Chips-Montreal_Quebec.html,+1 514-840-1001,mailto:info@britandchips.com,Website,"433 McGill Street, Montreal, Quebec H2Y 2H1 Canada","#91 of 4,030 Restaurants in Montreal",4.5,666
91,Restaurant Lemeac,http://www.tripadvisor.ca/Restaurant_Review-g155032-d806491-Reviews-Restaurant_Lemeac-Montreal_Quebec.html,+1 514-270-0999,mailto:info@restaurantlemeac.com,Website,"1045 rue Laurier Ouest Outremont Near Durocher Street, Montreal, Quebec H2V 2L1 Canada","#92 of 4,030 Restaurants in Montreal",4.5,705
92,Patati Patata friterie de luxe,http://www.tripadvisor.ca/Restaurant_Review-g155032-d797833-Reviews-Patati_Patata_friterie_de_luxe-Montreal_Quebec.html,+1 514-844-0216,,Website,"4177 St Laurent, Montreal, Quebec H2W 1Y7 Canada","#93 of 4,030 Restaurants in Montreal",4.5,309
93,Resto Darbar,http://www.tripadvisor.ca/Restaurant_Review-g155032-d813167-Reviews-Resto_Darbar-Montreal_Quebec.html,+1 514-982-3724,mailto:info@restodarbar.com,Website,"2027 St-Laurent, Montreal, Quebec H2X 2T3 Canada","#94 of 4,030 Restaurants in Montreal",4.5,414
94,Pub BreWskey,http://www.tripadvisor.ca/Restaurant_Review-g155032-d8092894-Reviews-Pub_BreWskey-Montreal_Quebec.html,+1 514-507-2739,mailto:info@brewskey.ca,Website,"380 Rue Saint Paul East, Montreal, Quebec H2Y 1H2 Canada","#95 of 4,030 Restaurants in Montreal",4.5,387
95,Etat Major,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5509611-Reviews-Etat_Major-Montreal_Quebec.html,+1 514-905-8288,,Website,"4005 rue Ontario Est, Montreal, Quebec H1W 1T1 Canada","#96 of 4,030 Restaurants in Montreal",4.5,248
96,Aux Vivres,http://www.tripadvisor.ca/Restaurant_Review-g155032-d782947-Reviews-Aux_Vivres-Montreal_Quebec.html,+1 514-842-3479,mailto:info@auxvivres.com,Website,"4631 St Laurent 4896 Sherbrooke Street West, Montreal, Quebec H2T 1R2 Canada","#97 of 4,030 Restaurants in Montreal",4.5,603
97,Nouilles de Lan Zhou,http://www.tripadvisor.ca/Restaurant_Review-g155032-d7691087-Reviews-Nouilles_de_Lan_Zhou-Montreal_Quebec.html,+1 514-800-2959,mailto:jackfang127@hotmail.com,Website,"1006 Boulevard Saint-Laurent, Montreal, Quebec H2Z 1J3 Canada","#98 of 4,030 Restaurants in Montreal",4.5,296
98,Le Saint-Jacques,http://www.tripadvisor.ca/Restaurant_Review-g155032-d1220892-Reviews-Le_Saint_Jacques-Montreal_Quebec.html,+1 514-259-3238,,Website,"6001, de Jumonville Montreal,QC, Montreal, Quebec H1M 1R5 Canada","#99 of 4,030 Restaurants in Montreal",5.0,100
99,Liverpool House,http://www.tripadvisor.ca/Restaurant_Review-g155032-d1027712-Reviews-Liverpool_House-Montreal_Quebec.html,+1 514-313-6049,,Website,"2501 Rue Notre-Dame Ouest, Montreal, Quebec H3J 1N6 Canada","#100 of 4,030 Restaurants in Montreal",4.5,506
100,Ikanos,http://www.tripadvisor.ca/Restaurant_Review-g155032-d6787005-Reviews-Ikanos-Montreal_Quebec.html,+1 514-842-0867,mailto:info@restaurantikanos.com,Website,"112 McGill Street, Montreal, Quebec H2Y 2E5 Canada","#101 of 4,030 Restaurants in Montreal",4.5,359
101,L'Express,http://www.tripadvisor.ca/Restaurant_Review-g155032-d705775-Reviews-L_Express-Montreal_Quebec.html,+1 514-845-5333,,Website,"3927 rue St-Denis At rue Roy, Montreal, Quebec H2W 2M4 Canada","#102 of 4,030 Restaurants in Montreal",4.5,"1,209"
102,Onoir,http://www.tripadvisor.ca/Restaurant_Review-g155032-d795081-Reviews-Onoir-Montreal_Quebec.html,+1 514-937-9727,mailto:info@onoir.com,Website,"124 Rue Prince Arthur E, Montreal, Quebec H2X 1B5 Canada","#103 of 4,030 Restaurants in Montreal",4.0,468
103,Omnivore,http://www.tripadvisor.ca/Restaurant_Review-g155032-d2329465-Reviews-Omnivore-Montreal_Quebec.html,+1 514-303-5757,mailto:info@omnivoregrill.com,Website,"4351 Saint-Laurent Blvd, Montreal, Quebec H2W 1Z8 Canada","#104 of 4,030 Restaurants in Montreal",4.5,138
104,Le Taj,http://www.tripadvisor.ca/Restaurant_Review-g155032-d706195-Reviews-Le_Taj-Montreal_Quebec.html,+1 514-845-9015,mailto:restaurantletaj@gmail.com,Website,"2077 Stanley Street, Montreal, Quebec H3A 1R7 Canada","#105 of 4,030 Restaurants in Montreal",4.5,898
105,Poutineville,http://www.tripadvisor.ca/Restaurant_Review-g155032-d3617769-Reviews-Poutineville-Montreal_Quebec.html,+1 514-419-5444,,Website,"1365 Ontario East, Montreal, Quebec H2L 1S2 Canada","#106 of 4,030 Restaurants in Montreal",4.5,462
106,La Capital Tacos,http://www.tripadvisor.ca/Restaurant_Review-g155032-d7906880-Reviews-La_Capital_Tacos-Montreal_Quebec.html,+1 514-873-5255,mailto:info@lacapitaltacos.ca,Website,"1096 Saint-Laurent Coin Rene-Levesque, Montreal, Quebec H2Z 1J5 Canada","#107 of 4,030 Restaurants in Montreal",4.5,314
107,Le Bremner,http://www.tripadvisor.ca/Restaurant_Review-g155032-d2349995-Reviews-Le_Bremner-Montreal_Quebec.html,+1 514-544-0446,,Website,"361 St. Paul East, Montreal, Quebec H2Y 1H3 Canada","#108 of 4,030 Restaurants in Montreal",4.5,524
108,Gibbys,http://www.tripadvisor.ca/Restaurant_Review-g155032-d704521-Reviews-Gibbys-Montreal_Quebec.html,+1 514-282-1837,mailto:info@gibbys.com,Website,"298 Place D'youville, Montreal, Quebec H2Y 2B6 Canada","#109 of 4,030 Restaurants in Montreal",4.5,"2,157"
109,Au Pied de Cochon,http://www.tripadvisor.ca/Restaurant_Review-g155032-d682052-Reviews-Au_Pied_de_Cochon-Montreal_Quebec.html,+1 514-281-1114,,Website,"536 Duluth Avenue East, Montreal, Quebec H2L 1A9 Canada","#110 of 4,030 Restaurants in Montreal",4.0,"1,522"
110,Le Nil Bleu,http://www.tripadvisor.ca/Restaurant_Review-g155032-d706142-Reviews-Le_Nil_Bleu-Montreal_Quebec.html,+1 514-285-4628,mailto:info@kutuma.com,Website,"3706 St Denis, Montreal, Quebec H2X 3L7 Canada","#111 of 4,030 Restaurants in Montreal",4.5,443
111,Pub Saint-Pierre,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12149048-Reviews-Pub_Saint_Pierre-Montreal_Quebec.html,+1 514-985-5402,,Website,"410 Rue Saint-Pierre, Montreal, Quebec H2Y 2M2 Canada","#112 of 4,030 Restaurants in Montreal",4.5,123
112,Le Petit Alep,http://www.tripadvisor.ca/Restaurant_Review-g155032-d983782-Reviews-Le_Petit_Alep-Montreal_Quebec.html,+1 514-270-9361,,Website,"191 Rue Jean Talon E, Montreal, Quebec H2R 1S8 Canada","#113 of 4,030 Restaurants in Montreal",4.5,188
113,Khyber Pass,http://www.tripadvisor.ca/Restaurant_Review-g155032-d705607-Reviews-Khyber_Pass-Montreal_Quebec.html,+1 514-844-7131,,Website,"506 Duluth East, Montreal, Quebec H2L 1A7 Canada","#114 of 4,030 Restaurants in Montreal",4.5,324
114,Reuben's Deli & Steakhouse,http://www.tripadvisor.ca/Restaurant_Review-g155032-d1934203-Reviews-Reuben_s_Deli_Steakhouse-Montreal_Quebec.html,+1 514-866-1029,mailto:info@reubensdeli.com,Website,"1116 rue Ste-Catherine Ouest, Montreal, Quebec H3B 1H4 Canada","#115 of 4,030 Restaurants in Montreal",4.5,"1,154"
115,Jatoba,http://www.tripadvisor.ca/Restaurant_Review-g155032-d7618778-Reviews-Jatoba-Montreal_Quebec.html,+1 514-871-1184,mailto:info@jatobamontreal.com,Website,"1184 Phillips Place, Montreal, Quebec H3B 3C8 Canada","#116 of 4,030 Restaurants in Montreal",4.5,356
116,Cafe Parvis,http://www.tripadvisor.ca/Restaurant_Review-g155032-d6368347-Reviews-Cafe_Parvis-Montreal_Quebec.html,+1 514-764-3589,,Website,"433 Mayor Street, Montreal, Quebec H3A 1N9 Canada","#117 of 4,030 Restaurants in Montreal",4.5,245
117,La Maison du Magret,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4844997-Reviews-La_Maison_du_Magret-Montreal_Quebec.html,+1 514-282-0008,mailto:infomtl@maisondumagret.com,Website,"102 Saint Antoine Ouest, Montreal, Quebec H2Y 1J6 Canada","#118 of 4,030 Restaurants in Montreal",4.5,224
118,Cafe Vasco Da Gama,http://www.tripadvisor.ca/Restaurant_Review-g155032-d953982-Reviews-Cafe_Vasco_Da_Gama-Montreal_Quebec.html,+1 514-286-2688,mailto:info@vascodagama.com,Website,"1472 rue Peel Entre Ste-Catherine & Maisonneuve, Montreal, Quebec H3A 1S8 Canada","#119 of 4,030 Restaurants in Montreal",4.5,284
119,L'Orignal,http://www.tripadvisor.ca/Restaurant_Review-g155032-d1194866-Reviews-L_Orignal-Montreal_Quebec.html,+1 514-303-0479,mailto:reservations@restaurantlorignal.com,Website,"479, Saint-Alexis, Montreal, Quebec H2Y 2N7 Canada","#120 of 4,030 Restaurants in Montreal",4.5,374
120,St-Viateur Bagel & Cafe,http://www.tripadvisor.ca/Restaurant_Review-g155032-d689615-Reviews-St_Viateur_Bagel_Cafe-Montreal_Quebec.html,+1 514-528-6361,,Website,"1127 du Mont-Royal Avenue East, Montreal, Quebec H2J 1X9 Canada","#121 of 4,030 Restaurants in Montreal",4.5,443
121,Bistrot la Fabrique,http://www.tripadvisor.ca/Restaurant_Review-g155032-d1441205-Reviews-Bistrot_la_Fabrique-Montreal_Quebec.html,+1 514-544-5038,,Website,"3609 St-Denis, Montreal, Quebec H2X 3L6 Canada","#122 of 4,030 Restaurants in Montreal",4.5,212
122,Upstairs Jazz Bar & Grill,http://www.tripadvisor.ca/Restaurant_Review-g155032-d710418-Reviews-Upstairs_Jazz_Bar_Grill-Montreal_Quebec.html,+1 514-931-6808,mailto:info@upstairsjazz.com,Website,"1254 MacKay, Montreal, Quebec H3G 2H4 Canada","#123 of 4,030 Restaurants in Montreal",4.5,201
123,Hoogan et Beaufort,http://www.tripadvisor.ca/Restaurant_Review-g155032-d9800129-Reviews-Hoogan_et_Beaufort-Montreal_Quebec.html,+1 514-903-1233,,Website,"4095 Rue Molson, Montreal, Quebec H1Y 3L1 Canada","#124 of 4,030 Restaurants in Montreal",4.5,187
124,La Banquise,http://www.tripadvisor.ca/Restaurant_Review-g155032-d783469-Reviews-La_Banquise-Montreal_Quebec.html,+1 514-525-2415,mailto:salut@restolabanquise.com,Website,"994 Rue Rachel E, Montreal, Quebec H2J 2J3 Canada","#125 of 4,030 Restaurants in Montreal",4.0,"3,175"
125,Chez Sophie Montreal,http://www.tripadvisor.ca/Restaurant_Review-g155032-d6706246-Reviews-Chez_Sophie_Montreal-Montreal_Quebec.html,,mailto:info@chezsophiemontreal.com,,,,4.5,234
126,Eggspectation Complexe Desjardins,http://www.tripadvisor.ca/Restaurant_Review-g155032-d1945778-Reviews-Eggspectation_Complexe_Desjardins-Montreal_Quebec.html,+1 514-288-6448,mailto:pplaitis@gmail.com,Website,"190 St-Catherine West corner Jeanne-Mance, Montreal, Quebec H2X 3Y2 Canada","#127 of 4,030 Restaurants in Montreal",4.5,741
127,Venice MTL,http://www.tripadvisor.ca/Restaurant_Review-g155032-d10154104-Reviews-Venice_MTL-Montreal_Quebec.html,+1 514-985-0686,mailto:venicemtl@gmail.com,Website,"440 St Francois Xavier St, Montreal, Quebec H2Y 2T3 Canada","#128 of 4,030 Restaurants in Montreal",4.5,338
128,Le Pois Penche,http://www.tripadvisor.ca/Restaurant_Review-g155032-d810335-Reviews-Le_Pois_Penche-Montreal_Quebec.html,,,,,,,
129,LOV,http://www.tripadvisor.ca/Restaurant_Review-g155032-d11923031-Reviews-LOV-Montreal_Quebec.html,+1 514-287-1155,mailto:info@lov.com,Website,"464 Rue McGill, Montreal, Quebec H2Y 2H2 Canada","#130 of 4,030 Restaurants in Montreal",4.0,387
130,Pullman Wine Bar,http://www.tripadvisor.ca/Restaurant_Review-g155032-d785978-Reviews-Pullman_Wine_Bar-Montreal_Quebec.html,+1 514-288-7779,mailto:info@pullman-mtl.com,Website,"3424 du Parc avenue, Montreal, Quebec H2X 2H5 Canada","#131 of 4,030 Restaurants in Montreal",4.5,270
131,Vieux-Port Steakhouse,http://www.tripadvisor.ca/Restaurant_Review-g155032-d1837725-Reviews-Vieux_Port_Steakhouse-Montreal_Quebec.html,+1 514-866-3175,mailto:info@vpsteak.com,Website,"39, Saint-Paul Street East, Montreal, Quebec H2Y 1G2 Canada","#132 of 4,030 Restaurants in Montreal",4.0,"1,766"
132,Au Petit Extra,http://www.tripadvisor.ca/Restaurant_Review-g155032-d778969-Reviews-Au_Petit_Extra-Montreal_Quebec.html,+1 514-527-5552,mailto:info@aupetitextra.com,Website,"1690 Rue Ontario E, Montreal, Quebec H2L 1S7 Canada","#133 of 4,030 Restaurants in Montreal",4.5,282
133,Reuben's,http://www.tripadvisor.ca/Restaurant_Review-g155032-d708361-Reviews-Reuben_s-Montreal_Quebec.html,+1 514-861-1255,,Website,"888 Rue Sainte-Catherine Ouest Downtown Montreal, Montreal, Quebec H3B 1E2 Canada","#134 of 4,030 Restaurants in Montreal",4.0,"1,221"
134,Helena,http://www.tripadvisor.ca/Restaurant_Review-g155032-d3370628-Reviews-Helena-Montreal_Quebec.html,,,Website,"438 McGill, Montreal, Quebec H2Y 2G1 Canada","#135 of 4,030 Restaurants in Montreal",4.0,380
135,Il Bazzali,http://www.tripadvisor.ca/Restaurant_Review-g155032-d8306208-Reviews-Il_Bazzali-Montreal_Quebec.html,+1 514-439-4878,,Website,"285, Rue Beaubien Est, Montreal, Quebec H2S 1R7 Canada","#136 of 4,030 Restaurants in Montreal",4.5,102
136,Poutineville,http://www.tripadvisor.ca/Restaurant_Review-g155032-d2207423-Reviews-Poutineville-Montreal_Quebec.html,+1 514-544-8800,mailto:info@poutineville.com,Website,"1348 Beaubien Est, Montreal, Quebec H2G 1K8 Canada","#137 of 4,030 Restaurants in Montreal",4.0,313
137,Chez Gus,http://www.tripadvisor.ca/Restaurant_Review-g155032-d6210846-Reviews-Chez_Gus-Montreal_Quebec.html,+1 514-722-2175,,Website,"38, Rue Beaubien E, Montreal, Quebec H2S 1P8 Canada","#138 of 4,030 Restaurants in Montreal",4.5,101
138,Schwartz's,http://www.tripadvisor.ca/Restaurant_Review-g155032-d708786-Reviews-Schwartz_s-Montreal_Quebec.html,+1 514-842-4813,,Website,"3895 Saint-Laurent Blvd North of rue Prince-Arthur, Montreal, Quebec H2W 1X9 Canada","#139 of 4,030 Restaurants in Montreal",4.0,"7,357"
139,Tiradito,http://www.tripadvisor.ca/Restaurant_Review-g155032-d11862778-Reviews-Tiradito-Montreal_Quebec.html,+1 514-866-6776,,Website,"1076 Rue de Bleury, Montreal, Quebec H2Z 1N2 Canada","#140 of 4,030 Restaurants in Montreal",4.5,184
140,Lester's Deli,http://www.tripadvisor.ca/Restaurant_Review-g155032-d1015102-Reviews-Lester_s_Deli-Montreal_Quebec.html,+1 514-213-1313,mailto:bill@lestersdeli.com,Website,"1057 Ave Bernard O. Outremont, Montreal, Quebec H2V 1V1 Canada","#141 of 4,030 Restaurants in Montreal",4.5,248
141,Restaurant La Raclette,http://www.tripadvisor.ca/Restaurant_Review-g155032-d705923-Reviews-Restaurant_La_Raclette-Montreal_Quebec.html,+1 514-524-8118,mailto:info@laraclette.ca,Website,"1059 Rue Gilford, Montreal, Quebec H2J 1P7 Canada","#142 of 4,030 Restaurants in Montreal",4.5,191
142,Bagatelle Bistro,http://www.tripadvisor.ca/Restaurant_Review-g155032-d1871623-Reviews-Bagatelle_Bistro-Montreal_Quebec.html,+1 514-254-3838,mailto:info@bagatellebistro.com,Website,"4323 Ontario East, Montreal, Quebec H1V 1K5 Canada","#143 of 4,030 Restaurants in Montreal",4.5,158
143,La Societe Montreal,http://www.tripadvisor.ca/Restaurant_Review-g155032-d980741-Reviews-La_Societe_Montreal-Montreal_Quebec.html,+1 514-507-9223,mailto:infomtl@lasociete.ca,Website,"1415 Rue De La Montagne, Montreal, Quebec H3G 1Z3 Canada","#144 of 4,030 Restaurants in Montreal",4.0,430
144,Sushi Momo Vegetalien,http://www.tripadvisor.ca/Restaurant_Review-g155032-d10815254-Reviews-Sushi_Momo_Vegetalien-Montreal_Quebec.html,+1 514-825-6363,mailto:info@sushimomo.ca,Website,"3609 Rue Saint Denis 1st Floor, Montreal, Quebec H2X 3L6 Canada","#145 of 4,030 Restaurants in Montreal",4.5,109
145,Terrasse Nelligan,http://www.tripadvisor.ca/Restaurant_Review-g155032-d3343682-Reviews-Terrasse_Nelligan-Montreal_Quebec.html,+1 514-788-4021,mailto:info@terrassenelligan.com,Website,"106 Saint-Paul Ouest 5e Étage, Montreal, Quebec H2Y 1Z3 Canada","#146 of 4,030 Restaurants in Montreal",4.0,458
146,Chez Boss & Fils,http://www.tripadvisor.ca/Restaurant_Review-g155032-d8396614-Reviews-Chez_Boss_Fils-Montreal_Quebec.html,+1 514-508-3457,,Website,"3610 Wellington, Montreal, Quebec H4G 1T6 Canada","#147 of 4,030 Restaurants in Montreal",5.0,62
147,Dunn's Famous,http://www.tripadvisor.ca/Restaurant_Review-g155032-d781121-Reviews-Dunn_s_Famous-Montreal_Quebec.html,+1 514-395-1927,mailto:info@dunnsfamous.com,Website,"1249 Metcalfe St., Montreal, Quebec H3B 2V5 Canada","#148 of 4,030 Restaurants in Montreal",4.0,845
148,Moishes Steakhouse,http://www.tripadvisor.ca/Restaurant_Review-g155032-d706973-Reviews-Moishes_Steakhouse-Montreal_Quebec.html,+1 514-845-3509,mailto:info@moishes.ca,Website,"3961 St Laurent, Montreal, Quebec Canada","#149 of 4,030 Restaurants in Montreal",4.0,815
149,Le Margaux,http://www.tripadvisor.ca/Restaurant_Review-g155032-d2305556-Reviews-Le_Margaux-Montreal_Quebec.html,+1 514-448-1598,,Website,"5058 Avenue du Parc, Montreal, Quebec H2V 4G1 Canada","#150 of 4,030 Restaurants in Montreal",4.5,171
150,Burger Royal Restaurant,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4107275-Reviews-Burger_Royal_Restaurant-Montreal_Quebec.html,,,,,,,
151,Restaurant Gandhi,http://www.tripadvisor.ca/Restaurant_Review-g155032-d704472-Reviews-Restaurant_Gandhi-Montreal_Quebec.html,+1 514-845-5866,mailto:info@restaurantgandhi.com,Website,"230 rue Saint-Paul Ouest Vieux Montreal, Montreal, Quebec H2Y 1Z9 Canada","#152 of 4,030 Restaurants in Montreal",4.0,475
152,L'Auberge Saint-Gabriel,http://www.tripadvisor.ca/Restaurant_Review-g155032-d701699-Reviews-L_Auberge_Saint_Gabriel-Montreal_Quebec.html,,,,,,,
153,Deville Dinerbar,http://www.tripadvisor.ca/Restaurant_Review-g155032-d2358649-Reviews-Deville_Dinerbar-Montreal_Quebec.html,+1 514-281-6556,mailto:info@devilledinerbar.com,Website,"1425 Stanley, Montreal, Quebec H3A 1P4 Canada","#154 of 4,030 Restaurants in Montreal",4.0,510
154,Chez Cora,http://www.tripadvisor.ca/Restaurant_Review-g155032-d1113985-Reviews-Chez_Cora-Montreal_Quebec.html,+1 514-286-6171,mailto:info@chezcora.com,Website,"1240, rue Drummond, Montreal, Quebec H3G 1V7 Canada","#155 of 4,030 Restaurants in Montreal",4.0,354
155,Chez Devi,http://www.tripadvisor.ca/Restaurant_Review-g155032-d1472302-Reviews-Chez_Devi-Montreal_Quebec.html,+1 514-286-0303,mailto:devi@devimontreal.com,Website,"1450 Crescent St. Above St. Catherine, Qc, Montreal, Quebec H3G 2B6 Canada","#156 of 4,030 Restaurants in Montreal",4.0,371
156,Resto Vego,http://www.tripadvisor.ca/Restaurant_Review-g155032-d6591982-Reviews-Resto_Vego-Montreal_Quebec.html,+1 514-845-2627,,Website,"1720, rue Saint-Denis, Montreal, Quebec H2X 3K6 Canada","#157 of 4,030 Restaurants in Montreal",4.0,193
157,Creperie Chez Suzette,http://www.tripadvisor.ca/Restaurant_Review-g155032-d1175864-Reviews-Creperie_Chez_Suzette-Montreal_Quebec.html,+1 514-874-1984,mailto:info@chezsuzette.ca,Website,"3 St Paul E, Montreal, Quebec H2Y 1E9 Canada","#158 of 4,030 Restaurants in Montreal",4.0,"1,566"
158,Les coudes sur la table,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4742424-Reviews-Les_coudes_sur_la_table-Montreal_Quebec.html,+1 514-521-0036,,Website,"2275 Rue Ste-Catherine E, Montreal, Quebec H2K 2J3 Canada","#160 of 4,030 Restaurants in Montreal",4.5,115
159,Mangiafoco,http://www.tripadvisor.ca/Restaurant_Review-g155032-d3463265-Reviews-Mangiafoco-Montreal_Quebec.html,+1 514-419-8380,mailto:info@mangiafoco.ca,Website,"105 Rue St-Paul Ouest, Montreal, Quebec H2Y 1Z5 Canada","#159 of 4,030 Restaurants in Montreal",4.0,328
160,Pastaga,http://www.tripadvisor.ca/Restaurant_Review-g155032-d2691644-Reviews-Pastaga-Montreal_Quebec.html,,,Website,"6389 Boulevard Saint Laurent, Montreal, Quebec H2S 3C3 Canada","#161 of 4,030 Restaurants in Montreal",4.5,301
161,Le Saint Bock,http://www.tripadvisor.ca/Restaurant_Review-g155032-d802751-Reviews-Le_Saint_Bock-Montreal_Quebec.html,+1 514-680-8052,mailto:info@lesaintbock.com,Website,"1749 St-Denis, Montreal, Quebec H2X 3K4 Canada","#162 of 4,030 Restaurants in Montreal",4.0,321
162,Bistro Tot ou Tard,http://www.tripadvisor.ca/Restaurant_Review-g155032-d3518979-Reviews-Bistro_Tot_ou_Tard-Montreal_Quebec.html,+1 514-564-7357,mailto:info@bistrototoutard.ca,Website,"1030 Cherrier, Montreal, Quebec H2L 1H9 Canada","#163 of 4,030 Restaurants in Montreal",4.5,159
163,Chuchai,http://www.tripadvisor.ca/Restaurant_Review-g155032-d949276-Reviews-Chuchai-Montreal_Quebec.html,+1 514-843-4194,,Website,"4088 Rue Saint-Denis, Montreal, Quebec H2W 2M5 Canada","#164 of 4,030 Restaurants in Montreal",4.5,257
164,Universel Dejeuners et Grillades PEEL,http://www.tripadvisor.ca/Restaurant_Review-g155032-d2307490-Reviews-Universel_Dejeuners_et_Grillades_PEEL-Montreal_Quebec.html,+1 514-840-7136,mailto:Info@resto-universel.com,Website,"2055, Rue Peel, Montreal, Quebec H3A 1V4 Canada","#165 of 4,030 Restaurants in Montreal",4.0,686
